;data;cidade;estado;formato
4098;11/16/99 05:00;Dallas;TX;Flash
4099;11/16/99 03:20;Tigard/Tualatin;OR;Chevron
4100;11/16/99 02:00;Griffith;IN;Flash
4101;11/15/99 22:15;Smithville;TN;Circle
4102;11/15/99 22:10;Rancho Cordova, just east/southeast of Sacramento, 2 miles f;CA;Light
4103;11/15/99 21:15;Ada;MI;Light
4104;11/15/99 20:00;Yelm;WA;Other
4105;11/15/99 18:00;Cedar Rapids;IA;Fireball
4106;11/15/99 17:00;Murfreesboro;TN;Sphere
4107;11/15/99 07:45;Minneapolis/St. Paul;MN;Cylinder
4108;11/15/99 05:50;Yuma;AZ;Circle
4109;11/14/99 22:05;Port St. Lucie;FL;Oval
4110;11/14/99 21:30;Haltom City;TX;Changing
4111;11/14/99 19:00;Grand Marsh;WI;Circle
4112;11/14/99 18:05;Port Richey;FL;Light
4113;11/14/99 04:30;Stuart;FL;Oval
4114;11/14/99 03:30;Addison;TX;Triangle
4115;11/14/99 02:06;Bolivar;TN;Light
4116;11/14/99 02:00;Asheville;NC;Other
4117;11/14/99 00:45;Sprague/Ritzville (between, I-90);WA;Other
4118;11/13/99 22:00;El Dorado Hills;CA;Light
4119;11/13/99 21:00;Corbett;OR;Flash
4120;11/13/99 21:00;Boulder;CO;Formation
4121;11/13/99 17:30;Midlothian;IL;Disk
4122;11/13/99 04:30;Moorehead;KY;Flash
4123;11/13/99 02:30;Los Angeles;CA;Light
4124;11/12/99 23:45;Jackson;MS;Sphere
4125;11/12/99 20:30;Gray;TN;Triangle
4126;11/12/99 19:00;Wyandotte;MI;Other
4127;11/12/99 19:00;Denver;CO;Rectangle
4128;11/12/99 01:03;Burbank;CA;Other
4129;11/11/99 23:05;Wauwatosa;WI;Cigar
4130;11/11/99 20:20;Bensalem;PA;Light
4131;11/11/99 19:42;Pflugerville;TX;Light
4132;11/11/99 16:50;Fallbrook;CA;Sphere
4133;11/11/99 16:50;Keasbey {Woodbridge};NJ;Cigar
4134;11/11/99 16:20;El Centro (50 miles west of, on Hwy 8);CA;Cigar
4135;11/11/99 02:00;Meridian Navel Air Station;MS;Formation
4136;11/10/99 20:15;Florence;SC;Fireball
4137;11/10/99 20:00;Valatie;NY;Triangle
4138;11/10/99 19:00;Flagstaff;AZ;Other
4139;11/10/99 18:10;House Springs;MO;Light
4140;11/10/99 10:35;Henderson;KY;Light
4141;11/10/99 05:12;Fair Oaks/Rancho Cordova;CA;Fireball
4142;11/10/99 02:00;Los Angeles;CA;Other
4143;11/9/99 22:49;El Dorado;KS;Light
4144;11/9/99 21:00;Altoona;PA;Triangle
4145;11/9/99 20:50;Atlanta;GA;Light
4146;11/9/99 20:30;Mandaree;ND;Circle
4147;11/9/99 20:25;Dahlonega;GA;Fireball
4148;11/9/99 20:00;Burgaw;NC;Light
4149;11/9/99 19:40;Phoenix;AZ;Light
4150;11/9/99 18:43;Flagstaff;AZ;Triangle
4151;11/9/99 18:35;The Colony;TX;Flash
4152;11/9/99 17:10;N State St;MS;Disk
4153;11/9/99 06:30;Cave Spring;GA;Disk
4154;11/9/99 05:13;Fort Smith;AR;Light
4155;11/9/99 03:45;Killeen/Fort Hood;TX;Light
4156;11/8/99 23:00;Irma;WI;Other
4157;11/8/99 22:25;La Grande;OR;Formation
4158;11/8/99 19:00;San Francisco;CA;Light
4159;11/8/99 11:00;Hurst;TX;Triangle
4160;11/8/99 06:32;New York City/Central Park;NY;Light
4161;11/7/99 22:55;Bullhead City;AZ;Light
4162;11/7/99 18:00;Almont;MI;Light
4163;11/7/99 17:58;Northbrook;IL;Diamond
4164;11/7/99 03:00;Charlotte;NC;Light
4165;11/6/99 23:45;Pittsburgh (just south of);PA;Formation
4166;11/6/99 22:00;Ashland;WI;Disk
4167;11/6/99 20:30;Chaco Canyon;NM;Other
4168;11/6/99 18:03;Matawan;NJ;Triangle
4169;11/6/99 11:43;Allentown;PA;Disk
4170;11/6/99 02:15;Canon City;CO;Light
4171;11/6/99 01:30;Landover;MD;Circle
4172;11/6/99 00:23;Wyoming;MI;Light
4173;11/5/99 22:34;Fair Oaks  (facing east look straight up);CA;Diamond
4174;11/5/99 21:35;Springfield (14 mi. S of, near Highlandville);MO;Fireball
4175;11/5/99 19:30;Carbondale;KS;Disk
4176;11/5/99 19:30;Rancho Santa Margarita;CA;Chevron
4177;11/5/99 18:44;Raleigh;NC;Disk
4178;11/5/99 18:15;Santa Clara;CA;Rectangle
4179;11/5/99 17:30;Burlingame/San Mateo (between);CA;Changing
4180;11/5/99 17:30;San Mateo;CA;Disk
4181;11/5/99 03:10;Hauppauge;NY;Disk
4182;11/5/99;Hillsborough;CA;Oval
4183;11/4/99 22:50;Kent;WA;Disk
4184;11/4/99 13:50;Issaquah;WA;Triangle
4185;11/4/99 00:28;Pueblo/Colorado Springs (between, I-25);CO;Other
4186;11/3/99 21:00;Leighton (La Grange Mountain);AL;Triangle
4187;11/3/99 17:30;Amarillo;TX;Circle
4188;11/3/99 03:30;Jackson;TN;Light
4189;11/3/99 02:00;Area 51;NV;Circle
4190;11/2/99 20:25;Duncan;OK;Other
4191;11/2/99 20:25;South Pasadena;CA;Circle
4192;11/2/99 19:15;Baton Rouge;LA;Triangle
4193;11/2/99 01:00;Kent;WA;Disk
4194;11/1/99 22:30;South Republic;MI;Triangle
4195;11/1/99 21:30;Howell;MI;Disk
4196;11/1/99 20:00;Torrance;CA;Triangle
4197;11/1/99 19:10;Clear Lake;TX;Changing
4198;11/1/99 18:30;Notrees (close to Odessa TX);TX;Light
4199;11/1/99 18:00;Ephrata;WA;Triangle
4200;11/1/99 16:40;New York City (Staten Island);NY;Cigar
4201;11/1/99 15:00;Walker County (not in city);TX;Circle
4202;11/1/99 06:22;South Bend;IN;Triangle
4203;11/1/99 04:00;Las Vegas;NV;Oval
4204;11/1/99 03:00;Scappoose;OR;Oval
4205;11/1/99 02:00;Newberg;OR;Other
4206;11/1/99;New Orleans;LA;Cylinder
4207;12/31/99 23:59;Bellflower;CA;Fireball
4208;12/31/99 23:48;Keys/Ceres (between, right over Hyw 99);CA;Changing
4209;12/31/99 23:47;Keys/Ceres (between);CA;Other
4210;12/31/99 23:42;Santee;CA;Formation
4211;12/31/99 23:30;Rockford;IL;Light
4212;12/31/99 23:20;Loves Park;IL;Circle
4213;12/31/99 22:00;Rockford;IL;Sphere
4214;12/31/99 20:30;Dover;FL;Circle
4215;12/31/99 17:30;Las Vegas;NV;Circle
4216;12/31/99 01:00;Boaz;AL;Cigar
4217;12/31/99 00:23;Newman Lake;WA;Other
4218;12/30/99 19:30;Gansevoort;NY;Sphere
4219;12/29/99 19:20;Huntington;WV;Light
4220;12/29/99 17:50;Denver;CO;Chevron
4221;12/28/99 23:05;Lakeland;FL;Fireball
4222;12/28/99 22:00;SC/NC (I-85);SC;Fireball
4223;12/28/99 22:00;Elisabeth;CO;Light
4224;12/28/99 20:00;Saint Charles Township;IL;Triangle
4225;12/28/99 05:13;Brigham City;UT;Fireball
4226;12/28/99 05:00;Sterling;IL;Disk
4227;12/28/99 02:00;Lake Shasta;CA;Light
4228;12/27/99 21:30;Salem;OR;Diamond
4229;12/27/99 19:30;Reno;NV;Sphere
4230;12/27/99 05:35;Hialeah;FL;Other
4231;12/27/99 00:00;South Berwick;ME;Light
4232;12/26/99 23:30;San Diego;CA;Triangle
4233;12/26/99 23:00;Ponchatoula;LA;Diamond
4234;12/26/99 22:30;Temple City;CA;Sphere
4235;12/26/99 20:25;Jamaica Estates;NY;Light
4236;12/26/99 20:25;Jamaica Estates;NY;Light
4237;12/26/99 20:00;New Orleans;LA;Light
4238;12/26/99 20:00;Boca Raton;FL;Light
4239;12/26/99 19:30;Dallas/Grant Counties;AR;Fireball
4240;12/26/99 19:00;Springfield (South of);MO;Light
4241;12/26/99 17:00;Sparks;NV;Triangle
4242;12/26/99 01:17;Deer Lake;PA;Light
4243;12/26/99;Gold Canyon;AZ;Light
4244;12/25/99 23:00;Mt Vernon;MO;Chevron
4245;12/25/99 22:30;Spring Hill;KS;Triangle
4246;12/25/99 19:30;Poughkeepsie;NY;Chevron
4247;12/25/99 19:30;Lake Elsinore;CA;Triangle
4248;12/25/99 19:30;Pleasanton;TX;Cigar
4249;12/25/99 11:40;Wellington;OH;Oval
4250;12/25/99 09:30;Mansfield;OH;Other
4251;12/25/99 04:00;Nashville;TN;Light
4252;12/25/99 03:30;Columbia;MO;Triangle
4253;12/24/99 23:55;Milton;TN;Triangle
4254;12/24/99 23:24;Youngstown;OH;Triangle
4255;12/24/99 21:00;Miami;FL;Circle
4256;12/24/99 07:45;Augusta;MT;Oval
4257;12/24/99 04:00;Atlantic City area  (north or northeast of Hammonton);NJ;Light
4258;12/23/99 22:15;Howard;CO;Light
4259;12/23/99 20:30;Fulton;AR;Triangle
4260;12/23/99 17:20;Norman;OK;Sphere
4261;12/23/99 17:00;Moses Lake (West of, I-90);WA;Other
4262;12/22/99 22:30;Baton Rouge;LA;Other
4263;12/22/99 19:15;White Sands;NM;Light
4264;12/22/99 19:14;Lackawaxen;PA;Triangle
4265;12/22/99 10:05;Hot Springs;AR;Flash
4266;12/22/99 07:30;Salt Lake City;UT;Formation
4267;12/22/99 07:00;Merrimac;WI;Diamond
4268;12/22/99 06:30;Clinton;IN;Light
4269;12/22/99 02:00;Jacksonville;FL;Disk
4270;12/21/99 22:20;Onodaga twp.;MI;Diamond
4271;12/21/99 20:00;Lakewood;CO;Disk
4272;12/21/99 17:00;Portland;OR;Light
4273;12/21/99 13:30;Seatac;WA;Sphere
4274;12/21/99 06:45;Toledo/Salkum (Between);WA;Oval
4275;12/20/99 23:30;Trenton;IL;Light
4276;12/20/99 22:00;Woodbridge;CT;Formation
4277;12/20/99 20:00;Murrieta;CA;Light
4278;12/20/99 18:54;Canton;MA;Circle
4279;12/20/99 04:00;Browns Valley/Marysville (near Beale Air Force Base);CA;Disk
4280;12/20/99 01:00;Branford;CT;Light
4281;12/19/99 18:30;Kent;WA;Oval
4282;12/19/99 03:00;Spring Hill;TN;Changing
4283;12/19/99 02:30;Santa Fe;NM;Circle
4284;12/19/99 01:15;Houston;TX;Disk
4285;12/18/99 22:30;Groveland/Dillion (between);IL;Triangle
4286;12/17/99 23:15;Windser;CA;Changing
4287;12/17/99 22:15;Ashgrove;MO;Other
4288;12/17/99 05:45;Marietta;GA;Light
4289;12/17/99 03:00;Charlotte;NC;Triangle
4290;12/16/99 21:30;Plainview;NY;Triangle
4291;12/16/99 20:00;Rock Hill;NY;Light
4292;12/16/99 19:45;Sun Prairie (Token Creek);WI;Light
4293;12/16/99 10:30;Greensboro;NC;Cylinder
4294;12/16/99 09:50;Pico Rivera;CA;Cylinder
4295;12/16/99 07:15;Gibsonville;NC;Sphere
4296;12/15/99 00:00;Wilkinson County;GA;Sphere
4297;12/15/99 20:00;Omaha;NE;Circle
4298;12/15/99 19:30;Mountain Grove/Cabool;MO;Light
4299;12/15/99 19:00;Katy;TX;Fireball
4300;12/15/99 17:45;Woodville (from, to Weeksville (approx. 16 mi.));NC;Diamond
4301;12/15/99 17:30;Athens;OH;Triangle
4302;12/15/99;North Syracuse;NY;Light
4303;12/14/99 21:30;Atlanta;GA;Fireball
4304;12/14/99 07:45;Santa Cruz;CA;Light
4305;12/14/99 05:04;Seagrove Beach (Walton county);FL;Light
4306;12/14/99 01:47;Pocasset (6 miles south of, on Hwy 81);OK;Other
4307;12/13/99 23:40;Las Animas;CO;Fireball
4308;12/13/99 21:00;Puyallup;WA;Triangle
4309;12/13/99 15:40;Michigan (location unspecified);MI;Light
4310;12/12/99 21:30;Longmont;CO;Triangle
4311;12/12/99 20:15;Orlando;FL;Diamond
4312;12/12/99 06:30;Sunnyside;WA;Other
4313;12/11/99 21:00;Lamar/Las Animas;CO;Disk
4314;12/11/99 18:00;Rocky Mount;NC;Fireball
4315;12/11/99 18:00;Stilwell;OK;Formation
4316;12/11/99 03:00;Smithton;IL;Fireball
4317;12/10/99 22:15;Columbia (east of city);MO;Triangle
4318;12/10/99 22:00;Woodinville;WA;Light
4319;12/10/99 21:30;Grand Rapids;MI;Other
4320;12/10/99 16:45;Sherman Oaks;CA;Other
4321;12/9/99 22:30;Big Spring;TX;Light
4322;12/9/99 22:00;Rupert;ID;Light
4323;12/9/99 21:50;Scottsdale;AZ;Changing
4324;12/9/99 18:15;Lyle;WA;Fireball
4325;12/9/99 18:00;Purdy;WA;Fireball
4326;12/9/99 17:30;Fort Lewis (I-5 freeway);WA;Sphere
4327;12/9/99 11:00;Reno;NV;Disk
4328;12/8/99 21:30;Columbia;MO;Triangle
4329;12/8/99 19:30;Millersburg;MO;Chevron
4330;12/8/99 18:15;Greenville;NH;Triangle
4331;12/8/99 17:40;Seattle;WA;Light
4332;12/7/99 21:00;Columbus;OH;Light
4333;12/7/99 20:05;Emory;TX;Sphere
4334;12/7/99 20:00;Tomah;WI;Chevron
4335;12/7/99 19:30;Naples;ME;Light
4336;12/7/99 18:45;Gramercy (on Hwy. 61);LA;Triangle
4337;12/7/99 18:30;Dawsonville;GA;Triangle
4338;12/7/99 03:30;Indian Springs AFB (Just outside);NV;Light
4339;12/6/99 11:00;Marshall;MO;Fireball
4340;12/5/99 23:00;San Diego;CA;Fireball
4341;12/5/99 22:14;Lutz;FL;Light
4342;12/5/99 22:00;Alliance;OH;Other
4343;12/5/99 21:00;Dallas /Ft. Worth area, South of the;TX;Light
4344;12/5/99 20:30;Cleveland;NC;Circle
4345;12/5/99 17:50;Guyton;GA;Circle
4346;12/5/99 05:15;Knoxville;TN;Fireball
4347;12/5/99 05:05;Dalton;GA;Circle
4348;12/5/99 04:30;Toney;AL;Fireball
4349;12/5/99 04:25;Sterrett (15 miles south of Birmingham);AL;Disk
4350;12/5/99 04:20;Colombiana;AL;Rectangle
4351;12/5/99 04:20;Birmingham;AL;Sphere
4352;12/5/99 04:20;Weogufka;AL;Fireball
4353;12/5/99 04:00;Manchester;TN;Light
4354;12/5/99 00:05;Coolidge;AZ;Triangle
4355;12/4/99 21:00;Fort Meade;MD;Light
4356;12/4/99 11:00;New York City (Bronx);NY;Light
4357;12/4/99 02:00;Deming;NM;Changing
4358;12/4/99 00:40;Union City (east of) on Hwy. 138;GA;Fireball
4359;12/3/99 22:00;Corralitos;CA;Disk
4360;12/3/99 19:30;Lodi;CA;Fireball
4361;12/3/99 16:50;Santa Clarita;CA;Circle
4362;12/3/99 00:08;Warm Springs (approx. 15mi. East of 6);NV;Sphere
4363;12/2/99 21:00;Kent;WA;Circle
4364;12/2/99 17:10;Seattle (Univ of WA);WA;Light
4365;12/1/99 23:00;Kennesaw/Marietta;GA;Light
4366;12/1/99 23:00;Reidsville;NC;Disk
4367;12/1/99 22:00;Madison;WI;Formation
4368;12/1/99 21:55;Columbia;MO;Triangle
4369;12/1/99 21:45;Columbia;MO;Triangle
4370;12/1/99 20:00;Grandview;WA;Formation
4371;12/1/99 16:00;Chanute & Humbolt (between);KS;Changing
4372;12/1/99 06:00;Ceder Lake;IN;Light
4373;12/1/99 04:50;Pasadena (outside Houston);TX;Flash
4374;1/31/00 22:21;Escondido;CA;Circle
4375;1/31/00 21:00;Cape Canaveral;FL;Light
4376;1/30/00 23:15;San Francisco (Farallon Island);CA;Triangle
4377;1/30/00 10:30;New Wilmington;PA;Circle
4378;1/29/00 13:00;Beaverton;OR;Cylinder
4379;1/29/00 10:00;Seatac;WA;Fireball
4380;1/28/00 20:58;Laguna Niguel;CA;Sphere
4381;1/28/00 20:40;Prescott Valley;AZ;Circle
4382;1/28/00 19:15;Rohnert Park;CA;Light
4383;1/28/00 17:30;East Rutherford/Secaucus;NJ;Triangle
4384;1/28/00 07:30;Beaverton;OR;Cylinder
4385;1/28/00 00:00;Damascus (Boring);OR;Fireball
4386;1/27/00 22:00;Tucson;AZ;Cylinder
4387;1/27/00 20:00;Monticello;IN;Light
4388;1/27/00 19:40;Leavenworth;WA;Fireball
4389;1/27/00 18:30;Covina;CA;Light
4390;1/27/00 12:00;San Gabriel Valley;CA;Triangle
4391;1/26/00 21:45;Sante Fe (near);NM;Other
4392;1/26/00 21:00;Parrish;FL;Triangle
4393;1/26/00 19:37;Seattle;WA;Fireball
4394;1/26/00 19:10;Westminster;CA;Light
4395;1/26/00 06:45;Ottumwa;IA;Disk
4396;1/25/00 21:30;Gold Bar;WA;Cigar
4397;1/25/00 19:55;Edinburg;TX;Light
4398;1/24/00 13:00;Mammoth Lakes;CA;Disk
4399;1/23/00 18:50;Fontana;CA;Disk
4400;1/23/00 18:30;Covina;CA;Oval
4401;1/23/00 15:00;Rio Rancho;NM;Sphere
4402;1/23/00 11:05;Petaluma;CA;Disk
4403;1/22/00 23:00;San Diego;CA;Changing
4404;1/22/00 19:00;Sacramento area (Citrus Heights);CA;Triangle
4405;1/22/00 11:30;Tacna;AZ;Triangle
4406;1/21/00 17:15;Whitefish;MT;Fireball
4407;1/21/00 11:30;Intersection of HWY 6 and HWY 375  Nevada;NV;Rectangle
4408;1/20/00 23:15;Pembroke Pines;FL;Light
4409;1/20/00 23:10;Belcamp;MD;Triangle
4410;1/20/00 22:30;Hialeah (561 w. 4th ave.);FL;Other
4411;1/20/00 22:22;Memphis;TN;Other
4412;1/20/00 22:14;Houston;TX;Diamond
4413;1/20/00 22:10;Houston (Clear Lake Area);TX;Triangle
4414;1/20/00 22:00;Columbus;NE;Triangle
4415;1/20/00 21:35;Bradenton;FL;Fireball
4416;1/20/00 21:30;Bradenton;FL;Fireball
4417;1/20/00 18:00;Wilmington;CA;Light
4418;1/20/00 18:00;Columbus;OH;Fireball
4419;1/20/00 17:07;Bryant;WI;Circle
4420;1/20/00 13:30;Salt Lake City;UT;Disk
4421;1/20/00 10:39;Cairo;WV;Circle
4422;1/18/00 18:30;Ely;NV;Sphere
4423;1/18/00 18:30;Pleasanton (35miles due East of SFO);CA;Light
4424;1/18/00 18:30;Van Nuys;CA;Light
4425;1/18/00 18:25;Los Gatos;CA;Other
4426;1/18/00 18:20;Sixes/Port Orford (between);OR;Light
4427;1/18/00 18:15;Crescent City;CA;Fireball
4428;1/18/00 18:15;Dayton township;NV;Oval
4429;1/18/00 01:15;Blackwell (08 mi. north of);TX;Light
4430;1/18/00 01:00;Buttonwillow;CA;Cylinder
4431;1/17/00 22:10;Pittsburgh;PA;Light
4432;1/17/00 21:40;Orland;CA;Triangle
4433;1/17/00 20:30;Three Forks;MT;Cylinder
4434;1/17/00 18:05;Philadelphia (south);PA;Rectangle
4435;1/16/00 21:00;Lyons;GA;Light
4436;1/16/00 20:50;Hagerstown (sww of,  on I81, Intersect.I70 & I81);MD;Light
4437;1/16/00 19:00;Davis;CA;Circle
4438;1/16/00 18:00;Becker (approx. 5 miles W of, on Hwy 10 towards St. Cloud);MN;Triangle
4439;1/16/00 13:10;Tifton;GA;Disk
4440;1/16/00 01:30;Christiana;TN;Rectangle
4441;1/15/00 23:45;Houghton Lake;MI;Flash
4442;1/15/00 23:00;Kalamazoo;MI;Circle
4443;1/15/00 22:30;West Fargo;ND;Sphere
4444;1/15/00 22:00;Milton;WV;Light
4445;1/15/00 20:00;Houston;TX;Triangle
4446;1/15/00 20:00;Lake Charles;LA;Light
4447;1/15/00 19:10;Skowhegan;ME;Oval
4448;1/15/00 19:00;Keystone Heights;FL;Circle
4449;1/15/00 18:00;Longview;TX;Cigar
4450;1/14/00 20:05;Louisville;KY;Light
4451;1/14/00 17:45;Charlesbourg (XXèm Rue ouest,  Québec);CA;Rectangle
4452;1/14/00 12:25;Houston;TX;Disk
4453;1/14/00 06:30;Mt. Vernon;WA;Disk
4454;1/13/00 22:30;Louisville;KY;Fireball
4455;1/13/00 15:45;Phoenix;AZ;Circle
4456;1/13/00 06:30;Pine Mountain;AR;Light
4457;1/13/00 00:00;Galesburg;IL;Fireball
4458;1/12/00 18:20;Snohomish;WA;Triangle
4459;1/12/00 01:31;Los Angeles;CA;Disk
4460;1/12/00 00:22;Northbrook;IL;Disk
4461;1/11/00 22:40;San Diego;CA;Oval
4462;1/11/00 22:10;Denver;CO;Fireball
4463;1/11/00 22:00;Atlanta;GA;Sphere
4464;1/11/00 02:00;Westchester;IL;Triangle
4465;1/10/00 21:30;San Diego;CA;Light
4466;1/10/00 21:00;Conroe;TX;Light
4467;1/10/00 20:30;Sevierville;TN;Oval
4468;1/10/00 19:15;Mannford;OK;Oval
4469;1/10/00 09:15;Brentwood;TN;Disk
4470;1/9/00 23:25;Sanford;ME;Light
4471;1/9/00 23:00;Amarillo;TX;Light
4472;1/9/00 21:50;Grand Junction;CO;Fireball
4473;1/9/00 19:07;Guyton;GA;Circle
4474;1/9/00 17:30;Los Angeles;CA;Sphere
4475;1/9/00 00:20;Las Vegas Blvd.;NV;Light
4476;1/8/00 17:00;Maitland;FL;Light
4477;1/8/00 17:00;"Kent/Warren (between; on Rte 341)";CT;Changing
4478;1/8/00 16:45;Maitland;FL;Formation
4479;1/8/00 07:30;Knoxville;TN;Cigar
4480;1/7/00 23:00;Montgomery;AL;Triangle
4481;1/7/00 22:45;Citrus Heights;CA;Light
4482;1/7/00 21:40;Westwood (Los Angeles);CA;Formation
4483;1/7/00 21:35;Three Rivers;MI;Fireball
4484;1/7/00 05:15;Rock Island;IL;Circle
4485;1/7/00 00:10;Edgewood;WA;Sphere
4486;1/6/00 22:00;Austell;GA;Fireball
4487;1/6/00 15:00;San Francisco;CA;Chevron
4488;1/6/00 10:25;York;PA;Cigar
4489;1/5/00 22:45;Lakemoor;IL;Triangle
4490;1/5/00 21:00;Ramona (NE San Diego);CA;Light
4491;1/5/00 20:00;Galesburg;IL;Triangle
4492;1/5/00 19:55;Hawkinsville (3 miles north, 100 miles south Atlanta);GA;Triangle
4493;1/5/00 09:50;Exton;PA;Cylinder
4494;1/5/00 05:00;Milton;MA;Triangle
4495;1/5/00 04:25;Edwardsville;IL;Triangle
4496;1/5/00 04:15;Summerfield, (approx.1/2 mile west of);IL;Changing
4497;1/5/00 04:00;Caseyville;IL;Other
4498;1/5/00 02:00;Florissant;MO;Rectangle
4499;1/5/00 02:00;Florissant;MO;Rectangle
4500;1/4/00 23:35;Dupo;IL;Triangle
4501;1/4/00 21:30;Coleman;TX;Fireball
4502;1/4/00 20:30;Scottsdale;AZ;Light
4503;1/4/00 19:00;Duryea;PA;Oval
4504;1/4/00 03:15;Union;MO;Triangle
4505;1/3/00 22:43;Reno;NV;Light
4506;1/3/00 21:30;West Manchester;OH;Light
4507;1/3/00 15:18;Union City;TN;Cigar
4508;1/3/00 07:30;El Centro;CA;Other
4509;1/2/00 00:00;Jacksonville;FL;Rectangle
4510;1/2/00 22:40;South Pasadena;CA;Chevron
4511;1/2/00 22:00;Tustin;CA;Light
4512;1/2/00 21:50;Sierra Madre;CA;Fireball
4513;1/2/00 21:40;San Fernando Valley;CA;Triangle
4514;1/2/00 21:40;Jurupa;CA;Light
4515;1/2/00 21:37;Vista;CA;Disk
4516;1/2/00 21:35;Big Bear Lake;CA;Other
4517;1/2/00 21:35;Sanger;CA;Other
4518;1/2/00 21:35;La Quinta;CA;Formation
4519;1/2/00 21:33;Glendale/Eagle Rock (Los Angeles);CA;Fireball
4520;1/2/00 21:30;Anaheim Hills;CA;Light
4521;1/2/00 21:30;Redlands;CA;Fireball
4522;1/2/00 21:30;Temecula;CA;Fireball
4523;1/2/00 21:00;Studio City (San Fernando Valley);CA;Rectangle
4524;1/2/00 20:00;Oroville;CA;Light
4525;1/2/00 19:34;Kennewick;WA;Light
4526;1/2/00 19:33;Murrieta;CA;Fireball
4527;1/2/00 18:30;Chandler;AZ;Diamond
4528;1/2/00 00:30;Mesa;AZ;Oval
4529;1/1/00 22:00;Evansville;IN;Cigar
4530;1/1/00 21:35;Houston (NW );TX;Sphere
4531;1/1/00 21:00;Patoka;IL;Triangle
4532;1/1/00 20:30;Houston;TX;Flash
4533;1/1/00 17:00;Rockford;IL;Diamond
4534;1/1/00 17:00;Medford;OR;Formation
4535;1/1/00 16:20;San Francisco;CA;Light
4536;1/1/00 14:45;Gurnee;IL;Light
4537;1/1/00 05:00;Clovis;CA;Light
4538;1/1/00 03:30;Nellis AFB (Near);NV;Light
4539;1/1/00 03:00;Bellefontaine;OH;Light
4540;1/1/00 02:13;Laporte;TX;Other
4541;1/1/00 01:00;Omaha;NE;Light
4542;1/1/00 01:00;Washington, D.C.;DC;Cylinder
4543;1/1/00 00:23;San Diego;CA;Light
4544;1/1/00 00:01;New York City;NY;Sphere
4545;2/29/00 22:40;Antioch;CA;Light
4546;2/29/00 21:50;New Haven;MI;Light
4547;2/29/00 20:45;Las Vegas;NM;Sphere
4548;2/29/00 13:35;Hawaii's Volcano National Park;HI;Sphere
4549;2/28/00 21:30;Charlestown;RI;Light
4550;2/28/00 19:30;Walworth;WI;Circle
4551;2/28/00 14:00;Olancha;CA;Sphere
4552;2/28/00 11:00;Lehigh Acres;FL;Light
4553;2/28/00 05:15;Virginia Beach;VA;Chevron
4554;2/27/00 21:15;Bloomington;IN;Cigar
4555;2/27/00 19:30;Chicago;IL;Triangle
4556;2/26/00 23:30;Goshen;IN;Light
4557;2/26/00 19:20;McClave;CO;Light
4558;2/26/00 17:18;Durham;NC;Circle
4559;2/26/00 10:00;New York City (Brooklyn);NY;Disk
4560;2/26/00 02:00;Vandalia;OH;Light
4561;2/24/00 23:00;Hollywood;CA;Light
4562;2/24/00 20:30;O'Brien;FL;Light
4563;2/24/00 20:30;Tallahassee (Williams and St. Joe Sts.,);FL;Triangle
4564;2/24/00 01:15;Huntsville;AL;Disk
4565;2/23/00 22:55;Wrightsville;GA;Triangle
4566;2/23/00 19:00;Billings;MT;Circle
4567;2/23/00 17:00;Ridgecrest;CA;Cigar
4568;2/22/00 19:00;Ogden;UT;Light
4569;2/22/00 06:00;Prescott Valley;AZ;Cylinder
4570;2/22/00 06:00;Prescott Valley;AZ;Cylinder
4571;2/22/00 06:00;Prescott Valley;AZ;Cylinder
4572;2/21/00 21:45;Los Altos Hills;CA;Disk
4573;2/21/00 20:40;Tupelo;MS;Cylinder
4574;2/21/00 20:00;Orland Park;IL;Fireball
4575;2/21/00 19:43;Klamath Falls;OR;Fireball
4576;2/21/00 19:43;Corvallis;OR;Fireball
4577;2/21/00 18:00;Lodi;CA;Other
4578;2/20/00 22:30;Cottage Grove;OR;Formation
4579;2/20/00 18:00;Orlando (SW Orange Co.);FL;Oval
4580;2/20/00 13:04;Athens;OH;Cylinder
4581;2/19/00 23:45;Malo (Ferry County);WA;Fireball
4582;2/19/00 23:45;Molson (East of);WA;Fireball
4583;2/19/00 23:00;Tacoma (going north on I-5);WA;Changing
4584;2/19/00 22:30;Dallardsville;TX;Changing
4585;2/19/00 21:15;Los Banos (remote east 156 near );CA;Other
4586;2/19/00 19:05;Seatac;WA;Light
4587;2/19/00 18:24;Wilmington;OH;Triangle
4588;2/19/00 14:18;Miami;FL;Light
4589;2/19/00 13:30;Superior;CO;Rectangle
4590;2/18/00 22:50;Glendale;AR;Light
4591;2/18/00 22:00;Jacksonville;FL;Triangle
4592;2/18/00 20:00;Prescott Valley;AZ;Fireball
4593;2/18/00 19:00;Pasadena;CA;Light
4594;2/17/00 21:30;Pine Hill;NJ;Chevron
4595;2/17/00 19:35;Wisconsin Dells;WI;Light
4596;2/17/00 19:00;Rockford;IL;Disk
4597;2/17/00 18:30;Auburn;WA;Triangle
4598;2/17/00 00:00;Ashgrove;MO;Light
4599;2/16/00 22:15;Rockford;IL;Sphere
4600;2/16/00 22:00;Walkerton;IN;Light
4601;2/16/00 22:00;Dallardsville;TX;Rectangle
4602;2/16/00 21:30;Rockford;IL;Circle
4603;2/16/00 21:30;Rockford;IL;Fireball
4604;2/16/00 21:30;Rockford;IL;Circle
4605;2/16/00 21:30;Rockford;IL;Triangle
